Tweet ID
1674246479672758275
1674238860346179584
1674236983600717824
1674235793047519234
1674203529974538249
1674197240888324097
1674194725652377604
1674192206603730945
1674189691749318656
1674187177272516608
1674184658077057025
1674182140437618688
1674179628620038144
1674177105880383488
1674175606374686721
1674174500013846530
1674163184947585024
1674154837263491076
1674148460172279812
1674145499069263872
1674144672711573507
1674086393809719298
1674085847992344580
1674083914015539202
1674061601803063297
1674061327839404035
1674058107738095616
1674057763305975813
1674057049934553088
1674056503618158594
1674055054020550656
1673897764076306433
1673893991165698053
1673890216610877440
1673886442366402560
1673882667010457600
1673878895261523969
1673877367926792193
1673863692541218817
1673826044665626628
1673822273982087169
1673818498953367561
1673814721844109316
1673810946077208577
1673807173262925825
1673803394924834816
1673799625730400257
1673795847622885376
1673792073210683392
1673788327760130049
1673787518288838656
1673748846403264518
1673745110742310912
1673705073665273858
1673700653279977473
1673699948037038080
1673699728301727746
1673690483967524867
1673673053346099212
1673672772495572997
1673672321276493825
1673669317907435525
1673668971424251904
1673668443311095814
1673558030015684610
1673554253468557312
1673550477097566209
1673546713993289730
1673542929925677056
1673539152045019137
1673535379125747713
1673531606580035584
1673527828963311616
1673524061933125634
1673520559500525568
1673517905999286272
1673508120344100864
1673507784464236546
1673432379170381827
1673427644128395272
1673399486398316544
1673394449391427585
1673391930531627011
1673389417346506757
1673386905499475972
1673384384387244033
1673381870006943753
1673379350022963226
1673376844421251074
1673374323866759172
1673371803148865536
1673369291037589504
1673369287556317193
1673365838714290176
1673365525852823552
1673364263451107330
1673361916134141954
1673361219854499840
1673359215715385345
1673357962453082112
1673354184886743040
